model,dataset,d_prime,pca,auroc,fpr95,var_explained
nisqa,nisqa_test_for,16,True,0.6041591046581972,0.8696914700544465,0.8944833874702454
nisqa,nisqa_test_livetalk,16,True,0.7961334016521685,0.6549001814882033,0.8944833874702454
nisqa,nisqa_test_p501,16,True,0.6171391031457956,0.8628856624319419,0.8944833874702454
nisqa,nisqa_val_live,16,True,0.7719823049001814,0.5255898366606171,0.8944833874702454
nisqa,nisqa_val_sim,16,True,0.45053370235934664,0.961524500907441,0.8944833874702454
nisqa,nisqa_test_for,32,True,0.6267672413793104,0.8745916515426497,0.9753609895706177
nisqa,nisqa_test_livetalk,32,True,0.8071789536266349,0.6552631578947369,0.9753609895706177
nisqa,nisqa_test_p501,32,True,0.622051950998185,0.8328493647912886,0.9753609895706177
nisqa,nisqa_val_live,32,True,0.7855703266787659,0.5327586206896552,0.9753609895706177
nisqa,nisqa_val_sim,32,True,0.4509508166969147,0.958529945553539,0.9753609895706177
nisqa,nisqa_test_for,50,True,0.6295099818511797,0.8765880217785844,0.996091365814209
nisqa,nisqa_test_livetalk,50,True,0.7968399931159647,0.6042649727767695,0.996091365814209
nisqa,nisqa_test_p501,50,True,0.640574145493043,0.7665154264972777,0.996091365814209
nisqa,nisqa_val_live,50,True,0.7988847549909256,0.5171506352087114,0.996091365814209
nisqa,nisqa_val_sim,50,True,0.44861898366606173,0.9632486388384754,0.996091365814209
nisqa,nisqa_test_for,64,False,0.6255013611615245,0.8761343012704175,1.0
nisqa,nisqa_test_livetalk,64,False,0.7953125977845922,0.5422867513611616,1.0
nisqa,nisqa_test_p501,64,False,0.653421808832426,0.7574410163339383,1.0
nisqa,nisqa_val_live,64,False,0.8137681488203268,0.49165154264972777,1.0
nisqa,nisqa_val_sim,64,False,0.44786549909255896,0.9603448275862069,1.0
dnsmos,nisqa_test_for,16,True,0.5398897837265577,0.9394736842105263,0.9612049460411072
dnsmos,nisqa_test_livetalk,16,True,0.6634088100006258,0.8756805807622504,0.9612049460411072
dnsmos,nisqa_test_p501,16,True,0.4578973835450696,0.9662431941923775,0.9612049460411072
dnsmos,nisqa_val_live,16,True,0.684483666061706,0.7714156079854809,0.9612049460411072
dnsmos,nisqa_val_sim,16,True,0.45093970961887475,0.9637931034482758,0.9612049460411072
dnsmos,nisqa_test_for,32,True,0.5774999999999999,0.9301270417422868,0.9969329833984375
dnsmos,nisqa_test_livetalk,32,True,0.6883511170911821,0.8710526315789474,0.9969329833984375
dnsmos,nisqa_test_p501,32,True,0.46203153357531757,0.9602540834845735,0.9969329833984375
dnsmos,nisqa_val_live,32,True,0.6750993647912886,0.758529945553539,0.9969329833984375
dnsmos,nisqa_val_sim,32,True,0.45498684210526313,0.9611615245009074,0.9969329833984375
dnsmos,nisqa_test_for,50,True,0.5789507713248639,0.9311252268602541,1.0000001192092896
dnsmos,nisqa_test_livetalk,50,True,0.6820788222041428,0.8753176043557169,1.0000001192092896
dnsmos,nisqa_test_p501,50,True,0.4519097852389594,0.9617059891107078,1.0000001192092896
dnsmos,nisqa_val_live,50,True,0.6816281760435572,0.756896551724138,1.0000001192092896
dnsmos,nisqa_val_sim,50,True,0.4538939201451906,0.9620689655172414,1.0000001192092896
dnsmos,nisqa_test_for,64,False,0.5789496370235935,0.9311252268602541,1.0
dnsmos,nisqa_test_livetalk,64,False,0.6820780399274047,0.8753176043557169,1.0
dnsmos,nisqa_test_p501,64,False,0.45190940713853595,0.9617059891107078,1.0
dnsmos,nisqa_val_live,64,False,0.6816270417422867,0.756896551724138,1.0
dnsmos,nisqa_val_sim,64,False,0.45389350272232304,0.9620689655172414,1.0
utmos,nisqa_test_for,16,True,0.44669956140350875,0.97005444646098,0.9975427985191345
utmos,nisqa_test_livetalk,16,True,0.5576940828587521,0.9237749546279492,0.9975427985191345
utmos,nisqa_test_p501,16,True,0.49774954627949186,0.9097096188747731,0.9975427985191345
utmos,nisqa_val_live,16,True,0.6417436479128857,0.7577132486388385,0.9975427985191345
utmos,nisqa_val_sim,16,True,0.47476,0.9591651542649727,0.9975427985191345
utmos,nisqa_test_for,32,True,0.4206926799758016,0.9507259528130672,0.99855637550354
utmos,nisqa_test_livetalk,32,True,0.558343763689843,0.8810344827586207,0.99855637550354
utmos,nisqa_test_p501,32,True,0.48860764519056255,0.9131578947368421,0.99855637550354
utmos,nisqa_val_live,32,True,0.6354995462794919,0.7759528130671506,0.99855637550354
utmos,nisqa_val_sim,32,True,0.45664882032667875,0.9600725952813067,0.99855637550354
utmos,nisqa_test_for,50,True,0.40234233212341197,0.9605263157894737,0.9990531206130981
utmos,nisqa_test_livetalk,50,True,0.5580629263408223,0.867059891107078,0.9990531206130981
utmos,nisqa_test_p501,50,True,0.47034029038112524,0.9284936479128857,0.9990531206130981
utmos,nisqa_val_live,50,True,0.6485542196007259,0.8120689655172414,0.9990531206130981
utmos,nisqa_val_sim,50,True,0.45346381125226864,0.9607985480943738,0.9990531206130981
utmos,nisqa_test_for,64,True,0.39566224289171203,0.9515426497277677,0.9992743730545044
utmos,nisqa_test_livetalk,64,True,0.5678171349896739,0.8361161524500907,0.9992743730545044
utmos,nisqa_test_p501,64,True,0.4670861690865094,0.932032667876588,0.9992743730545044
utmos,nisqa_val_live,64,True,0.636002722323049,0.8258620689655173,0.9992743730545044
utmos,nisqa_val_sim,64,True,0.44899606170598905,0.9654264972776769,0.9992743730545044
utmos,nisqa_test_for,128,True,0.36132977918935266,0.9519056261343013,0.9997103214263916
utmos,nisqa_test_livetalk,128,True,0.5709075192440078,0.8518148820326679,0.9997103214263916
utmos,nisqa_test_p501,128,True,0.44766522988505747,0.9268602540834846,0.9997103214263916
utmos,nisqa_val_live,128,True,0.6211098003629765,0.8657894736842106,0.9997103214263916
utmos,nisqa_val_sim,128,True,0.45075161524500906,0.9599818511796733,0.9997103214263916
utmos,nisqa_test_for,256,True,0.3444037356321839,0.9656079854809437,0.9999228119850159
utmos,nisqa_test_livetalk,256,True,0.5591315163652294,0.8608892921960073,0.9999228119850159
utmos,nisqa_test_p501,256,True,0.46669899425287353,0.900453720508167,0.9999228119850159
utmos,nisqa_val_live,256,True,0.6077486388384755,0.821415607985481,0.9999228119850159
utmos,nisqa_val_sim,256,True,0.4605594918330309,0.9581669691470055,0.9999228119850159
utmos,nisqa_test_for,1024,False,0.37994063823351487,0.9451905626134302,1.0
utmos,nisqa_test_livetalk,1024,False,0.6244281557043619,0.7793103448275862,1.0
utmos,nisqa_test_p501,1024,False,0.536469298245614,0.8294010889292196,1.0
utmos,nisqa_val_live,1024,False,0.6372568058076225,0.7879310344827586,1.0
utmos,nisqa_val_sim,1024,False,0.5021161343012703,0.9514519056261344,1.0
