model,score,method,n_bins,dataset,n,coverage,mean_width,mean_interval_score,coverage_error,min_cal_bin_n,max_cal_bin_n
utmos,mahalanobis,adaptive,10,nisqa_test_livetalk,232,0.6853448275862069,2.3475097818621276,4.41216649988602,0.21465517241379317,125,125
utmos,mahalanobis,adaptive,10,nisqa_test_p501,240,0.9208333333333333,2.378141747911771,2.6930738856395084,0.02083333333333326,125,125
utmos,l2,fixed,1,nisqa_val_sim,1250,0.9176,2.2644686698913574,2.7757657318115236,0.01759999999999995,1250,1250
utmos,l2,fixed,1,nisqa_train_live,1020,0.8127450980392157,2.2644686698913574,3.336802218474594,0.08725490196078434,1250,1250
utmos,l2,fixed,1,nisqa_val_live,200,0.78,2.2644686698913574,3.6024161338806153,0.12,1250,1250
utmos,l2,fixed,1,nisqa_test_for,240,0.9208333333333333,2.2644686698913574,2.639484296242396,0.02083333333333326,1250,1250
utmos,l2,fixed,1,nisqa_test_livetalk,232,0.6637931034482759,2.2644686698913574,4.503284384464395,0.2362068965517241,1250,1250
utmos,l2,fixed,1,nisqa_test_p501,240,0.9208333333333333,2.2644686698913574,2.562443067630132,0.02083333333333326,1250,1250
utmos,l2,adaptive,2,nisqa_val_sim,1250,0.9096,2.2647759544372557,2.7536384078979492,0.009599999999999942,625,625
utmos,l2,adaptive,2,nisqa_train_live,1020,0.7813725490196078,2.1695532644496245,3.5161036472694547,0.11862745098039218,625,625
utmos,l2,adaptive,2,nisqa_val_live,200,0.765,2.164828999042511,3.8303042602539064,0.135,625,625
utmos,l2,adaptive,2,nisqa_test_for,240,0.925,2.2653600454330443,2.642197706302007,0.025000000000000022,625,625
utmos,l2,adaptive,2,nisqa_test_livetalk,232,0.6508620689655172,2.237569243743502,4.387860201556107,0.24913793103448278,625,625
utmos,l2,adaptive,2,nisqa_test_p501,240,0.9208333333333333,2.2625519156455995,2.5356598019599916,0.02083333333333326,625,625
utmos,l2,adaptive,3,nisqa_val_sim,1250,0.9128,2.2443442193984984,2.7270178758621215,0.012799999999999923,416,417
utmos,l2,adaptive,3,nisqa_train_live,1020,0.75,2.0427664983506295,3.7121217154989057,0.15000000000000002,416,417
utmos,l2,adaptive,3,nisqa_val_live,200,0.745,2.0474201321601866,4.024013924598694,0.15500000000000003,416,417
utmos,l2,adaptive,3,nisqa_test_for,240,0.9416666666666667,2.2681655993064243,2.6720720638831454,0.04166666666666663,416,417
utmos,l2,adaptive,3,nisqa_test_livetalk,232,0.6681034482758621,2.207080751657486,4.499399537670201,0.23189655172413792,416,417
utmos,l2,adaptive,3,nisqa_test_p501,240,0.9333333333333333,2.238705849647522,2.515266474088033,0.033333333333333326,416,417
utmos,l2,adaptive,5,nisqa_val_sim,1250,0.9088,2.2339443515777586,2.724884224319458,0.00880000000000003,250,250
utmos,l2,adaptive,5,nisqa_train_live,1020,0.7637254901960784,2.0136806221569286,3.631616267970964,0.13627450980392164,250,250
utmos,l2,adaptive,5,nisqa_val_live,200,0.76,2.012922930717468,3.6250343680381776,0.14,250,250
utmos,l2,adaptive,5,nisqa_test_for,240,0.9416666666666667,2.321120136976242,2.6867570519447326,0.04166666666666663,250,250
utmos,l2,adaptive,5,nisqa_test_livetalk,232,0.6939655172413793,2.240135190815761,4.310600597282936,0.20603448275862069,250,250
utmos,l2,adaptive,5,nisqa_test_p501,240,0.9208333333333333,2.2033801853656767,2.480715282758077,0.02083333333333326,250,250
utmos,l2,adaptive,10,nisqa_val_sim,1250,0.9112,2.2523454055786134,2.7252129955291746,0.011199999999999988,125,125
utmos,l2,adaptive,10,nisqa_train_live,1020,0.7754901960784314,2.0599997268003576,3.55042020853828,0.12450980392156863,125,125
utmos,l2,adaptive,10,nisqa_val_live,200,0.775,2.061545808315277,3.5497826647758486,0.125,125,125
utmos,l2,adaptive,10,nisqa_test_for,240,0.9416666666666667,2.334246760606766,2.6891915162404376,0.04166666666666663,125,125
utmos,l2,adaptive,10,nisqa_test_livetalk,232,0.6896551724137931,2.267470555058841,4.257287085056305,0.21034482758620687,125,125
utmos,l2,adaptive,10,nisqa_test_p501,240,0.9125,2.2210361401240033,2.467308723926544,0.012499999999999956,125,125
utmos,knn,fixed,1,nisqa_val_sim,1250,0.9176,2.2644686698913574,2.7757657318115236,0.01759999999999995,1250,1250
utmos,knn,fixed,1,nisqa_train_live,1020,0.8127450980392157,2.2644686698913574,3.336802218474594,0.08725490196078434,1250,1250
utmos,knn,fixed,1,nisqa_val_live,200,0.78,2.2644686698913574,3.6024161338806153,0.12,1250,1250
utmos,knn,fixed,1,nisqa_test_for,240,0.9208333333333333,2.2644686698913574,2.639484296242396,0.02083333333333326,1250,1250
utmos,knn,fixed,1,nisqa_test_livetalk,232,0.6637931034482759,2.2644686698913574,4.503284384464395,0.2362068965517241,1250,1250
utmos,knn,fixed,1,nisqa_test_p501,240,0.9208333333333333,2.2644686698913574,2.562443067630132,0.02083333333333326,1250,1250
utmos,knn,adaptive,2,nisqa_val_sim,1250,0.9192,2.2750149278640746,2.779564898490906,0.019199999999999995,625,625
utmos,knn,adaptive,2,nisqa_train_live,1020,0.8137254901960784,2.2710483317281684,3.3324537567063874,0.0862745098039216,625,625
utmos,knn,adaptive,2,nisqa_val_live,200,0.78,2.2705698108673094,3.5976223802566527,0.12,625,625
utmos,knn,adaptive,2,nisqa_test_for,240,0.9208333333333333,2.278541242082914,2.6462936053673425,0.02083333333333326,625,625
utmos,knn,adaptive,2,nisqa_test_livetalk,232,0.6637931034482759,2.270667489232688,4.489759687719674,0.2362068965517241,625,625
utmos,knn,adaptive,2,nisqa_test_p501,240,0.925,2.275091192126274,2.565861583749453,0.025000000000000022,625,625
utmos,knn,adaptive,3,nisqa_val_sim,1250,0.9216,2.3055565788269043,2.77884116859436,0.021599999999999953,416,417
utmos,knn,adaptive,3,nisqa_train_live,1020,0.8264705882352941,2.336126398572735,3.26900021796133,0.07352941176470595,416,417
utmos,knn,adaptive,3,nisqa_val_live,200,0.795,2.3371224570274354,3.5188333559036256,0.10499999999999998,416,417
utmos,knn,adaptive,3,nisqa_test_for,240,0.9291666666666667,2.290507274866104,2.6464188277721403,0.029166666666666674,416,417
utmos,knn,adaptive,3,nisqa_test_livetalk,232,0.6896551724137931,2.334183029059706,4.333233623669066,0.21034482758620687,416,417
utmos,knn,adaptive,3,nisqa_test_p501,240,0.9208333333333333,2.3235791524251304,2.5598952174186707,0.02083333333333326,416,417
utmos,knn,adaptive,5,nisqa_val_sim,1250,0.9192,2.3142576499938965,2.7964836936950683,0.019199999999999995,250,250
utmos,knn,adaptive,5,nisqa_train_live,1020,0.8225490196078431,2.3767797652412863,3.3059575333314783,0.07745098039215692,250,250
utmos,knn,adaptive,5,nisqa_val_live,200,0.81,2.380917959213257,3.537877719402313,0.08999999999999997,250,250
utmos,knn,adaptive,5,nisqa_test_for,240,0.9208333333333333,2.3103238880634307,2.649585102001826,0.02083333333333326,250,250
utmos,knn,adaptive,5,nisqa_test_livetalk,232,0.6767241379310345,2.3174293719489,4.514840350068849,0.22327586206896555,250,250
utmos,knn,adaptive,5,nisqa_test_p501,240,0.9208333333333333,2.345853646596273,2.5878276030222573,0.02083333333333326,250,250
utmos,knn,adaptive,10,nisqa_val_sim,1250,0.92,2.35045418510437,2.8323301502227785,0.020000000000000018,125,125
utmos,knn,adaptive,10,nisqa_train_live,1020,0.8382352941176471,2.4235049037372365,3.3078635622473325,0.061764705882352944,125,125
utmos,knn,adaptive,10,nisqa_val_live,200,0.835,2.41976078748703,3.4818899273872375,0.06500000000000006,125,125
utmos,knn,adaptive,10,nisqa_test_for,240,0.9125,2.343454819917679,2.6627306759357454,0.012499999999999956,125,125
utmos,knn,adaptive,10,nisqa_test_livetalk,232,0.6724137931034483,2.333604639974134,4.579881098763696,0.22758620689655173,125,125
utmos,knn,adaptive,10,nisqa_test_p501,240,0.9375,2.4041808267434437,2.620307050148646,0.03749999999999998,125,125
