model,dataset,method,metric,fixed,method_value,method_minus_fixed,ci_lo,ci_hi,n_boot,conditioning
dnsmos,nisqa_train_live,predicted_mos_mondrian,mean_interval_score,2.7847778540031585,2.7626566695232015,-0.022121184479956923,-0.19042649067777617,0.1375332089781501,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,mos_extremity_mondrian,coverage,0.9901960784313726,0.9882352941176471,-0.0019607843137254832,-0.013820677048176055,0.001958863858961715,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,mos_extremity_mondrian,mean_width,2.760171413421631,2.7057214617729186,-0.05444995164871225,-0.16200339542902126,0.07465470502851011,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,mos_extremity_mondrian,mean_interval_score,2.7847778540031585,2.740090678018682,-0.04468717598447647,-0.132921723379768,0.06699672993898152,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_mondrian_k10,coverage,0.9901960784313726,0.9901960784313726,0.0,-0.007827788649706457,0.003913894324853229,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_mondrian_k10,mean_width,2.760171413421631,2.7484815410539216,-0.011689872367709242,-0.11970117644315341,0.08789957914898947,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_mondrian_k10,mean_interval_score,2.7847778540031585,2.774400756405849,-0.010377097597309426,-0.1067712952371305,0.08588590521298643,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_mondrian_k25,coverage,0.9901960784313726,0.9833333333333333,-0.006862745098039302,-0.02458270910273382,0.0029470272557098717,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_mondrian_k25,mean_width,2.760171413421631,2.6530655739354154,-0.10710583948621544,-0.2738660796381752,0.07802097023639387,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_mondrian_k25,mean_interval_score,2.7847778540031585,2.7089686931348314,-0.07580916086832712,-0.1928404761590702,0.08300263119285807,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_mondrian_k50,coverage,0.9901960784313726,0.9911764705882353,0.0009803921568627416,-0.016683022571148176,0.003925417075564266,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_mondrian_k50,mean_width,2.760171413421631,2.689876447939405,-0.0702949654822258,-0.2657402961262067,0.06924456714524482,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_mondrian_k50,mean_interval_score,2.7847778540031585,2.7154386010824467,-0.06933925292071175,-0.2076860995482296,0.06407152406326452,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_normalized_k10,coverage,0.9901960784313726,0.9764705882352941,-0.013725490196078494,-0.028349384336556913,-0.0029382957884427326,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_normalized_k10,mean_width,2.760171413421631,2.554776386465904,-0.20539502695572676,-0.33170172332015063,-0.07943411962011507,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_normalized_k10,mean_interval_score,2.7847778540031585,2.6253258631410046,-0.1594519908621539,-0.26789783380715815,-0.04230288472427666,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_normalized_k25,coverage,0.9901960784313726,0.9764705882352941,-0.013725490196078494,-0.02556538839724687,-0.005905366641116753,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_normalized_k25,mean_width,2.760171413421631,2.485480565651373,-0.27469084777025765,-0.37689887921324605,-0.17288932747440358,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_normalized_k25,mean_interval_score,2.7847778540031585,2.5646317705432526,-0.22014608345990583,-0.3140386561538614,-0.12002405308672888,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_normalized_k50,coverage,0.9901960784313726,0.9823529411764705,-0.007843137254902044,-0.01949317738791423,-0.0019252639661015765,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_normalized_k50,mean_width,2.760171413421631,2.586211150074552,-0.17396026334707893,-0.2660987705760276,-0.09887982271189945,2000,fixed_difficulty_estimator
dnsmos,nisqa_train_live,local_residual_normalized_k50,mean_interval_score,2.7847778540031585,2.633659824966638,-0.1511180290365206,-0.23720139566643847,-0.08412361799628103,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,mahalanobis_mondrian,coverage,1.0,1.0,0.0,-0.01005025125628145,0.0,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,mahalanobis_mondrian,mean_width,2.760171413421631,2.752108960151672,-0.008062453269958691,-0.11644291515533961,0.15345535858072845,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,mahalanobis_mondrian,mean_interval_score,2.760171413421631,2.752108960151672,-0.008062453269958691,-0.11236711082650648,0.15345535858072845,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,predicted_mos_mondrian,coverage,1.0,1.0,0.0,-0.015000000000000013,0.0,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,predicted_mos_mondrian,mean_width,2.760171413421631,2.732278497219086,-0.02789291620254497,-0.23212004655599577,0.16076094949155545,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,predicted_mos_mondrian,mean_interval_score,2.760171413421631,2.732278497219086,-0.02789291620254497,-0.22328660261631011,0.16335368581514537,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,mos_extremity_mondrian,coverage,1.0,1.0,0.0,-0.015000000000000013,0.0,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,mos_extremity_mondrian,mean_width,2.760171413421631,2.722864750623703,-0.037306662797927714,-0.14436477883027327,0.08010313826918028,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,mos_extremity_mondrian,mean_interval_score,2.760171413421631,2.722864750623703,-0.037306662797927714,-0.1418201707165364,0.08010313826918028,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_mondrian_k10,coverage,1.0,1.0,0.0,-0.015000000000000013,0.0,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_mondrian_k10,mean_width,2.760171413421631,2.7514226508140562,-0.008748762607574623,-0.13526119934017328,0.09159203182056817,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_mondrian_k10,mean_interval_score,2.760171413421631,2.7514226508140562,-0.008748762607574623,-0.12350868118531784,0.09219546161075619,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_mondrian_k25,coverage,1.0,0.99,-0.010000000000000009,-0.025000000000000022,0.0,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_mondrian_k25,mean_width,2.760171413421631,2.6521076834201813,-0.10806373000144953,-0.2778022917425757,0.08016292229249836,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_mondrian_k25,mean_interval_score,2.760171413421631,2.6704667723178863,-0.08970464110374454,-0.23722456091582156,0.08547263503793487,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_mondrian_k50,coverage,1.0,1.0,0.0,-0.015075376884422065,0.0,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_mondrian_k50,mean_width,2.760171413421631,2.6969122982025144,-0.06325911521911642,-0.22893516807699935,0.07823898018577805,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_mondrian_k50,mean_interval_score,2.760171413421631,2.6969122982025144,-0.06325911521911642,-0.20572618898659045,0.07857977808500413,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_normalized_k10,coverage,1.0,0.99,-0.010000000000000009,-0.025252525252525304,0.0,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_normalized_k10,mean_width,2.760171413421631,2.5171142345819244,-0.24305717883970646,-0.3756133425824538,-0.11770630114674878,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_normalized_k10,mean_interval_score,2.760171413421631,2.5776459067835806,-0.18252550663805023,-0.3395662988474347,-0.03843386463976964,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_normalized_k25,coverage,1.0,0.99,-0.010000000000000009,-0.025000000000000022,0.0,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_normalized_k25,mean_width,2.760171413421631,2.5023841002660685,-0.25778731315556236,-0.3670857891174151,-0.15347378148422613,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_normalized_k25,mean_interval_score,2.760171413421631,2.530718105624375,-0.22945330779725603,-0.3484664719514786,-0.11106953589951246,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_normalized_k50,coverage,1.0,0.995,-0.0050000000000000044,-0.015151515151515138,0.0,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_normalized_k50,mean_width,2.760171413421631,2.5975357112124153,-0.16263570220921553,-0.2563677536939031,-0.08166645996570135,2000,fixed_difficulty_estimator
dnsmos,nisqa_val_live,local_residual_normalized_k50,mean_interval_score,2.760171413421631,2.620103069666412,-0.14006834375521882,-0.24132878535582106,-0.04547493961234428,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,mahalanobis_mondrian,coverage,0.9,0.8958333333333334,-0.004166666666666652,-0.03749999999999998,0.02083333333333337,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,mahalanobis_mondrian,mean_width,2.760171413421631,2.756718889872233,-0.0034525235493978457,-0.08957732896010101,0.12572706679503118,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,mahalanobis_mondrian,mean_interval_score,3.2149482369422913,3.2063019633293153,-0.008646273612975985,-0.0759684038162232,0.13726082839071746,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,predicted_mos_mondrian,coverage,0.9,0.9125,0.012499999999999956,-0.04166666666666663,0.041770833333332834,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,predicted_mos_mondrian,mean_width,2.760171413421631,2.785668655236562,0.025497241814931293,-0.11776021237174668,0.13303988819320992,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,predicted_mos_mondrian,mean_interval_score,3.2149482369422913,3.191830172141393,-0.023118064800898175,-0.12013760824998201,0.11305310495197753,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,mos_extremity_mondrian,coverage,0.9,0.9041666666666667,0.004166666666666652,-0.033333333333333326,0.04166666666666663,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,mos_extremity_mondrian,mean_width,2.760171413421631,2.7747094790140787,0.014538065592447857,-0.07832588906089451,0.11782369486987589,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,mos_extremity_mondrian,mean_interval_score,3.2149482369422913,3.1982171992460886,-0.016731037696202655,-0.1457361805438998,0.12631165603796624,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_mondrian_k10,coverage,0.9,0.9083333333333333,0.008333333333333304,-0.01666666666666672,0.03760416666666618,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_mondrian_k10,mean_width,2.760171413421631,2.779202234745026,0.019030821323394953,-0.057982613046964185,0.12280431489149729,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_mondrian_k10,mean_interval_score,3.2149482369422913,3.205393207073212,-0.009555029869079412,-0.06514568030834197,0.0902369212607546,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_mondrian_k25,coverage,0.9,0.8916666666666667,-0.008333333333333304,-0.029166666666666674,0.03749999999999998,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_mondrian_k25,mean_width,2.760171413421631,2.737865858276685,-0.02230555514494581,-0.13495066799223424,0.09572492236892366,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_mondrian_k25,mean_interval_score,3.2149482369422913,3.126605066657066,-0.08834317028522509,-0.17640332659085592,0.04383836170037604,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_mondrian_k50,coverage,0.9,0.9,0.0,-0.033333333333333326,0.033333333333333326,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_mondrian_k50,mean_width,2.760171413421631,2.7666196624437966,0.006448249022165786,-0.11958518256743769,0.08247830549875891,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_mondrian_k50,mean_interval_score,3.2149482369422913,3.2117192248503366,-0.003229012091954697,-0.08414454673727369,0.08793327664335567,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_normalized_k10,coverage,0.9,0.9291666666666667,0.029166666666666674,-0.016666666666666607,0.07093749999999951,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_normalized_k10,mean_width,2.760171413421631,2.888496086021996,0.12832467260036529,-0.03819001112261111,0.2748537843373381,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_normalized_k10,mean_interval_score,3.2149482369422913,3.2302675194972488,0.015319282554957514,-0.15205256020328647,0.16013204323697847,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_normalized_k25,coverage,0.9,0.8958333333333334,-0.004166666666666652,-0.04166666666666674,0.03749999999999998,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_normalized_k25,mean_width,2.760171413421631,2.6734161732347683,-0.08675524018686254,-0.20490331254221067,0.03650720817493875,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_normalized_k25,mean_interval_score,3.2149482369422913,3.1559543245291346,-0.05899391241315666,-0.15290229156426424,0.04081788172120825,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_normalized_k50,coverage,0.9,0.8958333333333334,-0.004166666666666652,-0.04166666666666674,0.025000000000000022,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_normalized_k50,mean_width,2.760171413421631,2.7203120598138937,-0.03985935360773718,-0.14571028796447583,0.05304974008112625,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_for,local_residual_normalized_k50,mean_interval_score,3.2149482369422913,3.186712856734447,-0.02823538020784433,-0.11435600426178315,0.06901597272602396,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_livetalk,mahalanobis_mondrian,coverage,0.9439655172413793,0.9482758620689655,0.004310344827586188,-0.02155172413793094,0.017241379310344862,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_livetalk,mahalanobis_mondrian,mean_width,2.760171413421631,2.7235105202115815,-0.036660893210049394,-0.15172683504121057,0.14546321404391288,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_livetalk,mahalanobis_mondrian,mean_interval_score,3.033029247974527,2.994854283743891,-0.03817496423063593,-0.1000621007434255,0.08533091077516797,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_livetalk,predicted_mos_mondrian,coverage,0.9439655172413793,0.9525862068965517,0.008620689655172376,-0.025862068965517238,0.02155172413793105,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_livetalk,predicted_mos_mondrian,mean_width,2.760171413421631,2.7535632499333085,-0.006608163488322383,-0.1609960850456666,0.12031982628435867,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_livetalk,predicted_mos_mondrian,mean_interval_score,3.033029247974527,3.0047406656988738,-0.02828858227565334,-0.1141707638214375,0.08030489626629601,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_livetalk,mos_extremity_mondrian,coverage,0.9439655172413793,0.9568965517241379,0.012931034482758563,-0.017241379310344862,0.02155172413793105,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_livetalk,mos_extremity_mondrian,mean_width,2.760171413421631,2.7346557563748854,-0.02551565704674541,-0.12100297957658765,0.07663679981026139,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_livetalk,mos_extremity_mondrian,mean_interval_score,3.033029247974527,3.0005658166161897,-0.0324634313583374,-0.09853992940023033,0.049515780035791636,2000,fixed_difficulty_estimator
dnsmos,nisqa_test_livetalk,local_residual_mondrian_k10,coverage,0.9439655172413793,0.9525862068965517,0.008620689655172376,-0.025862068965517238,0.017241379310344862,2000,fixed_difficulty_estimator
