model,score,calibration_fraction,seed,dataset,calibration_n,evaluation_n,fixed_coverage,fixed_width,fixed_interval_score,adaptive_coverage,adaptive_width,adaptive_interval_score,delta_coverage,delta_width,delta_interval_score
dnsmos,l2,0.3,20270006,nisqa_test_livetalk,750,232,0.9439655172413793,2.751373291015625,3.029161107951197,0.9482758620689655,2.716753171435718,3.013478144489486,0.004310344827586188,-0.03462011957990718,-0.015682963461711275
dnsmos,l2,0.3,20270006,nisqa_test_p501,750,240,0.8583333333333333,2.751373291015625,3.2467579940954843,0.8625,2.7500685075918834,3.2206413467725117,0.004166666666666763,-0.001304783423741629,-0.026116647322972586
dnsmos,knn,0.3,20270006,nisqa_val_sim,750,1750,0.9034285714285715,2.751373291015625,3.2033826569148474,0.9062857142857143,2.7418397878919327,3.1946852496010916,0.0028571428571427804,-0.009533503123692277,-0.00869740731375579
dnsmos,knn,0.3,20270006,nisqa_train_live,750,1020,0.9901960784313726,2.751373291015625,2.7768422926173493,0.9872549019607844,2.651381289257723,2.6874514187083527,-0.002941176470588225,-0.09999200175790213,-0.08939087390899658
dnsmos,knn,0.3,20270006,nisqa_val_live,750,200,1.0,2.751373291015625,2.751373291015625,1.0,2.658262827396393,2.658262827396393,0.0,-0.09311046361923214,-0.09311046361923214
dnsmos,knn,0.3,20270006,nisqa_test_for,750,240,0.9,2.751373291015625,3.2149482369422913,0.8833333333333333,2.7010928014914195,3.1847010870774586,-0.01666666666666672,-0.050280489524205496,-0.03024714986483268
dnsmos,knn,0.3,20270006,nisqa_test_livetalk,750,232,0.9439655172413793,2.751373291015625,3.029161107951197,0.9396551724137931,2.6611306071281433,2.9887906169069223,-0.004310344827586188,-0.09024268388748169,-0.040370491044274814
dnsmos,knn,0.3,20270006,nisqa_test_p501,750,240,0.8583333333333333,2.751373291015625,3.2467579940954843,0.8708333333333333,2.7403182168801625,3.249287325143814,0.012500000000000067,-0.011055074135462473,0.0025293310483296416
dnsmos,mahalanobis,0.3,20270007,nisqa_val_sim,750,1750,0.8748571428571429,2.6636433601379395,3.197541551589966,0.8737142857142857,2.6672567620958603,3.1924989109039306,-0.0011428571428572232,0.0036134019579208143,-0.005042640686035327
dnsmos,mahalanobis,0.3,20270007,nisqa_train_live,750,1020,0.9892156862745098,2.6636433601379395,2.698107796556809,0.9852941176470589,2.6185789818857232,2.659250739508984,-0.0039215686274509665,-0.04506437825221621,-0.03885705704782527
dnsmos,mahalanobis,0.3,20270007,nisqa_val_live,750,200,1.0,2.6636433601379395,2.6636433601379395,0.995,2.6246120858192445,2.6257597494125364,-0.0050000000000000044,-0.03903127431869491,-0.03788361072540303
dnsmos,mahalanobis,0.3,20270007,nisqa_test_for,750,240,0.8791666666666667,2.6636433601379395,3.219773143529892,0.8791666666666667,2.645005625486374,3.2203140874703724,0.0,-0.018637734651565374,0.0005409439404804317
dnsmos,mahalanobis,0.3,20270007,nisqa_test_livetalk,750,232,0.9396551724137931,2.6636433601379395,2.991340653649692,0.9353448275862069,2.6174398208486624,2.9665830094238808,-0.004310344827586299,-0.04620353928927701,-0.02475764422581106
dnsmos,mahalanobis,0.3,20270007,nisqa_test_p501,750,240,0.8458333333333333,2.6636433601379395,3.2872684597969055,0.8458333333333333,2.6666388352711996,3.292064948876699,0.0,0.0029954751332601504,0.0047964890797933535
dnsmos,l2,0.3,20270007,nisqa_val_sim,750,1750,0.8748571428571429,2.6636433601379395,3.197541551589966,0.8777142857142857,2.6713074899400984,3.182910354886736,0.0028571428571427804,0.007664129802158914,-0.014631196703229765
dnsmos,l2,0.3,20270007,nisqa_train_live,750,1020,0.9892156862745098,2.6636433601379395,2.698107796556809,0.9872549019607844,2.643365449998893,2.6814218376197068,-0.0019607843137254832,-0.02027791013904645,-0.016685958937102452
dnsmos,l2,0.3,20270007,nisqa_val_live,750,200,1.0,2.6636433601379395,2.6636433601379395,1.0,2.6387926530838013,2.6387926530838013,0.0,-0.024850707054138166,-0.024850707054138166
dnsmos,l2,0.3,20270007,nisqa_test_for,750,240,0.8791666666666667,2.6636433601379395,3.219773143529892,0.8916666666666667,2.6722008625666303,3.1672038674354552,0.012500000000000067,0.0085575024286908,-0.052569276094436734
dnsmos,l2,0.3,20270007,nisqa_test_livetalk,750,232,0.9396551724137931,2.6636433601379395,2.991340653649692,0.9396551724137931,2.6458865917962173,2.9784234536105187,0.0,-0.01775676834172213,-0.012917200039173071
